Handle,Title,Body (HTML),Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Fly Type (product.metafields.custom.fly_type),Product Format (product.metafields.custom.product_format),Season (product.metafields.custom.season),Spicies (product.metafields.custom.spicies)
fluttering-blue-damsel,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
fluttering-blue-damsel,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
fluttering-blue-damsel,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
fluttering-blue-damsel,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
olsen-s-barbless-front-end-loader-caddis,Olsen’s Barbless Front End Loader Caddis,"<p>The Hog Caller Hopper distinguishes itself through innovative rear leg construction—a hybrid foam and rubber design that elevates performance beyond conventional foam-bodied hoppers. This subtle engineering delivers superior flotation and stability, keeping the pattern riding high and maintaining upright orientation through turbulent water and repeated casts.</p>
<p>The hybrid leg design creates natural movement and water displacement that triggers aggressive strikes from terrestrial-feeding trout. Versatility defines this pattern's appeal: deploy it as a primary terrestrial imitation during peak grasshopper season, utilize it as a strike indicator for subsurface presentations, or simply cast something substantial and leggy when prospecting unfamiliar water.</p>
<p>The substantial profile and proven effectiveness have earned widespread acclaim from anglers across diverse waters and conditions. Built with premium materials and refined craftsmanship, the Hog Caller Hopper delivers the reliability and fish-catching capability that makes it an essential terrestrial pattern for serious fly fishers.</p>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/3J730124W_W.webp?v=1771024975,1,,FALSE,,,Dries,Fly Bars,All Seasons,"Bass
Trout"
olsen-s-barbless-front-end-loader-caddis,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
olsen-s-barbless-front-end-loader-caddis,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
olsen-s-barbless-front-end-loader-caddis,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
olsen-s-barbless-front-end-loader-caddis,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
i-can-see-it-midge-fly,I Can See It Midge Fly,"<p>The Hog Caller Hopper distinguishes itself through innovative rear leg construction—a hybrid foam and rubber design that elevates performance beyond conventional foam-bodied hoppers. This subtle engineering delivers superior flotation and stability, keeping the pattern riding high and maintaining upright orientation through turbulent water and repeated casts.</p>
<p>The hybrid leg design creates natural movement and water displacement that triggers aggressive strikes from terrestrial-feeding trout. Versatility defines this pattern's appeal: deploy it as a primary terrestrial imitation during peak grasshopper season, utilize it as a strike indicator for subsurface presentations, or simply cast something substantial and leggy when prospecting unfamiliar water.</p>
<p>The substantial profile and proven effectiveness have earned widespread acclaim from anglers across diverse waters and conditions. Built with premium materials and refined craftsmanship, the Hog Caller Hopper delivers the reliability and fish-catching capability that makes it an essential terrestrial pattern for serious fly fishers.</p>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/02RP109W.webp?v=1771024813,1,,FALSE,,,Dries,Fly Bars,Winter,"Bass
Trout"
i-can-see-it-midge-fly,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
i-can-see-it-midge-fly,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
i-can-see-it-midge-fly,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
i-can-see-it-midge-fly,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
hog-caller-hopper-1,Hog Caller Hopper,"<p>The Hog Caller Hopper distinguishes itself through innovative rear leg construction—a hybrid foam and rubber design that elevates performance beyond conventional foam-bodied hoppers. This subtle engineering delivers superior flotation and stability, keeping the pattern riding high and maintaining upright orientation through turbulent water and repeated casts.</p>
<p>The hybrid leg design creates natural movement and water displacement that triggers aggressive strikes from terrestrial-feeding trout. Versatility defines this pattern's appeal: deploy it as a primary terrestrial imitation during peak grasshopper season, utilize it as a strike indicator for subsurface presentations, or simply cast something substantial and leggy when prospecting unfamiliar water.</p>
<p>The substantial profile and proven effectiveness have earned widespread acclaim from anglers across diverse waters and conditions. Built with premium materials and refined craftsmanship, the Hog Caller Hopper delivers the reliability and fish-catching capability that makes it an essential terrestrial pattern for serious fly fishers.</p>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,4.5,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/3R8R149W_d7e77236-42a8-4175-ad3e-f20d8fd255d3.webp?v=1771024643,1,,FALSE,,,Dries,Fly Bars,All Seasons,"Bass
Trout"
hog-caller-hopper-1,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,4.5,,TRUE,TRUE,,,,,,,,,,,,,,,
hog-caller-hopper-1,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,4.5,,TRUE,TRUE,,,,,,,,,,,,,,,
hog-caller-hopper-1,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,4.5,,TRUE,TRUE,,,,,,,,,,,,,,,
hog-caller-hopper-1,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,4.5,,TRUE,TRUE,,,,,,,,,,,,,,,
barbless-tactical-western-pmd-parachute,Barbless Tactical Western PMD Parachute,"<p>The Barbless Tactical Western PMD Parachute represents the pinnacle of pale morning dun imitation through meticulous material selection and refined construction. Tied with ultra-dry yarn and specialized tactical dry fly dubbing, this pattern maintains exceptional flotation throughout extended fishing sessions, riding high even in challenging water conditions.</p>
<p>The parachute design delivers superior visibility during prolific hatches while providing the precise silhouette that matches natural PMD profiles with exacting accuracy. The barbless tactical hook ensures clean penetration and ethical catch-and-release practices without compromising holding power.</p>
<p><span style=""font-size: 0.875rem;"">This pattern's proven effectiveness during western PMD emergences makes it an essential selection for technical anglers pursuing selective trout in spring creeks and tailwater systems. The combination of premium materials, refined proportions, and proven design principles delivers the hatch-matching precision demanded by discerning fly fishers targeting educated fish during peak feeding periods.</span></p>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/3J7E1424W_W_73dfa3de-e3c7-405a-9213-b95b3156864d.webp?v=1771024003,1,,FALSE,,,Dries,Fly Bars,All Seasons,"Bass
Trout"
barbless-tactical-western-pmd-parachute,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
barbless-tactical-western-pmd-parachute,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
barbless-tactical-western-pmd-parachute,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
barbless-tactical-western-pmd-parachute,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
blackhurst-tactical-cdc-caddis-1,Blackhurst Tactical CDC Caddis,"<p>The Blackhurst Tactical CDC Caddis exploits a critical vulnerability in emerging caddis behavior—the transitional moment when insects break free from their shucks and dry their wings in the film. This is when trout feeding becomes most aggressive, and this pattern delivers an irresistible presentation of an easy meal.</p>
<p>The CDC material provides precisely calibrated buoyancy to maintain positioning in the film where emerging caddis are most vulnerable, creating a natural silhouette that even the most selective trout cannot resist. Built on a tactical barbless hook featuring ultra-sharp penetration and exceptional strength with black nickel finish for stealth, this pattern combines imitative accuracy with premium hardware.</p>
<p>The refined construction and proven effectiveness make it indispensable during caddis emergences when conventional patterns fail to generate strikes. An essential pattern for technical anglers pursuing consistent success during prolific hatch periods.</p>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,2.6,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/2FRS019W_0c759774-3b56-4692-8823-ad060023c916.webp?v=1771023605,1,,FALSE,,,Dries,Fly Bars,All Seasons,"Bass
Trout"
blackhurst-tactical-cdc-caddis-1,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,2.6,,TRUE,TRUE,,,,,,,,,,,,,,,
blackhurst-tactical-cdc-caddis-1,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,2.6,,TRUE,TRUE,,,,,,,,,,,,,,,
blackhurst-tactical-cdc-caddis-1,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,2.6,,TRUE,TRUE,,,,,,,,,,,,,,,
blackhurst-tactical-cdc-caddis-1,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,2.6,,TRUE,TRUE,,,,,,,,,,,,,,,
dave-s-cricket,Dave’s Cricket,"<p>Dave's Cricket is a versatile terrestrial pattern engineered to appeal across multiple gamefish species, delivering consistent results for trout, bass, and panfish alike. The deer hair construction provides exceptional flotation and durability while creating a natural silhouette that accurately imitates terrestrial crickets, a protein-rich food source that triggers aggressive feeding responses year-round. </p>
<p>The pattern's proven effectiveness stems from its universal appeal; the realistic profile and natural movement patterns attract opportunistic feeders regardless of species or water type. Whether deployed on small streams targeting selective trout or in larger systems pursuing aggressive bass and panfish, Dave's Cricket delivers reliable performance through varied conditions. The robust deer hair body sheds water efficiently while maintaining presentation integrity through repeated casts. An essential terrestrial pattern for anglers seeking a single, proven fly that bridges multiple species and fishing scenarios with consistent success.</p>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,3.8,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/0795009W.jpg?v=1771023135,1,,FALSE,,,Dries,Fly Bars,All Seasons,"Bass
Trout"
dave-s-cricket,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,3.8,,TRUE,TRUE,,,,,,,,,,,,,,,
dave-s-cricket,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,3.8,,TRUE,TRUE,,,,,,,,,,,,,,,
dave-s-cricket,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,3.8,,TRUE,TRUE,,,,,,,,,,,,,,,
dave-s-cricket,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,3.8,,TRUE,TRUE,,,,,,,,,,,,,,,
rosenbauer-parachute-beetle,Rosenbauer Parachute Beetle,"<p>The Rosenbauer Parachute Beetle addresses a critical feeding opportunity often overlooked by conventional fly selections—terrestrial insects comprise up to 80% of trout's summer diet in many smaller streams, with beetles representing a dominant food source. This pattern's parachute construction delivers exceptional visibility while accurately imitating natural beetle profiles that trigger aggressive feeding responses.</p>
<p>Begin with size 14 for optimal results, progressing to size 16 if trout exhibit selective behavior. Beyond its effectiveness as a primary pattern, the Rosenbauer Parachute Beetle functions exceptionally well as a strike indicator when suspended above small nymphs, allowing anglers to detect subtle takes while presenting multiple imitations simultaneously. The refined proportions and premium construction ensure consistent performance across varying water conditions and light levels. This versatile pattern fills a critical gap in terrestrial imitation, delivering proven results during peak summer feeding periods when terrestrial availability peaks.</p>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,3.8,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/63LY109W.webp?v=1771022881,1,,FALSE,,,Dries,Fly Bars,All Seasons,"Bass
Trout"
rosenbauer-parachute-beetle,,,,,,,12,,,,,,,,,0,shopify,101,deny,manual,3.8,,TRUE,TRUE,,,,,,,,,,,,,,,
rosenbauer-parachute-beetle,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,3.8,,TRUE,TRUE,,,,,,,,,,,,,,,
rosenbauer-parachute-beetle,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,3.8,,TRUE,TRUE,,,,,,,,,,,,,,,
rosenbauer-parachute-beetle,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,3.8,,TRUE,TRUE,,,,,,,,,,,,,,,
blue-wing-olive-parachute,Blue Wing Olive Parachute,"<p>The Blue Wing Olive Parachute represents a refined evolution of the classic Baetis imitation, utilizing parachute construction for superior visibility and presentation control. This design excels during prolific mayfly hatches and in turbulent water where conventional patterns become difficult to track.</p>
<p>The parachute hackle configuration creates a more natural silhouette while maintaining the high visibility essential for technical fishing situations. When selective trout refuse standard Blue Winged Olive patterns, this alternative often triggers decisive strikes through its subtle presentation differences and refined proportions.</p>
<p>The parachute design reduces drag and improves flotation stability, allowing precise placement in complex current seams and feeding lanes. Expertly tied with premium materials, the Blue Wing Olive Parachute delivers the versatility and effectiveness that makes it an invaluable addition to any serious angler's dry fly selection, particularly during Baetis-dominant periods across spring creeks and tailwater systems.</p>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/0924699W.webp?v=1771022758,1,,FALSE,,,Dries,Fly Bars,All Seasons,"Bass
Trout"
blue-wing-olive-parachute,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
blue-wing-olive-parachute,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
blue-wing-olive-parachute,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
blue-wing-olive-parachute,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
stimulator-copy,Irresistible,"<p>The Irresistible represents a pinnacle achievement in deer hair dry fly design, earning its legendary status through decades of proven performance across diverse trout waters. This iconic attractor pattern combines the natural buoyancy and durability of deer hair with a distinctive silhouette that imitates multiple aquatic insects, making it exceptionally versatile for searching and prospecting applications.</p>
<p>The robust construction sheds water efficiently while maintaining flotation through challenging conditions and repeated casts. Its proven effectiveness stems from the perfect balance between visibility and natural presentation—the pattern commands attention without appearing artificial to selective feeders. Whether deployed during sparse hatches or as a searching pattern in unfamiliar water, the Irresistible delivers the reliability and fish-catching capability that has secured its place as an essential pattern in professional and recreational fly boxes worldwide.</p>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/0409699W.webp?v=1771022584,1,,FALSE,,,Dries,Fly Bars,All Seasons,"Bass
Trout"
stimulator-copy,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
stimulator-copy,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
stimulator-copy,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
stimulator-copy,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
stimulator,Stimulator,"<p>The Stimulator is a premier attractor dry fly engineered for maximum visibility and flotation in demanding water conditions. Its robust, buggy profile excels during prolific stonefly and salmon fly hatches, providing an accurate imitation that triggers confident takes from aggressive feeders. The pattern's exceptional buoyancy allows it to ride high even in fast currents and turbulent water, maintaining consistent presentation where conventional patterns struggle.</p>
<p>Beyond hatch-matching applications, the Stimulator's versatility as a searching pattern makes it invaluable when prospecting unfamiliar water or when hatch conditions remain unclear. The substantial silhouette and natural coloration create a compelling profile that appeals to opportunistic trout across diverse scenarios. Expertly constructed with premium materials, the Stimulator delivers the proven effectiveness and reliability that has established it as an essential pattern for anglers pursuing consistent success in technical and challenging environments.</p>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,3,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/09282120W_W.webp?v=1771022478,1,,FALSE,,,Dries,Fly Bars,All Seasons,"Bass
Trout"
stimulator,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,3,,TRUE,TRUE,,,,,,,,,,,,,,,
stimulator,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,3,,TRUE,TRUE,,,,,,,,,,,,,,,
stimulator,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,3,,TRUE,TRUE,,,,,,,,,,,,,,,
stimulator,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,3,,TRUE,TRUE,,,,,,,,,,,,,,,
elk-wing-caddis,Elk Wing Caddis,"<p>The Elk Wing Caddis stands as one of the most versatile and battle-tested dry fly patterns in modern fly fishing. Its iconic elk hair wing construction provides exceptional flotation and durability while accurately imitating the natural caddis—a dominant food source across North American trout waters.</p>
<p>This pattern's proven effectiveness stems from its dual-purpose design: fish it conventionally as a static imitation during calm conditions, or employ aggressive skating techniques to create surface disturbance that triggers strikes from actively feeding trout. </p>
<p>The buoyant elk hair wing sheds water efficiently, maintaining presentation integrity through multiple casts and challenging conditions. Whether targeting selective risers or searching unfamiliar water, the Elk Wing Caddis delivers the reliability and performance that has made it an indispensable staple in professional and recreational fly boxes worldwide.</p>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/03786920W_W.webp?v=1771022295,1,,FALSE,,,Dries,Fly Bars,All Seasons,"Bass
Trout"
elk-wing-caddis,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
elk-wing-caddis,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
elk-wing-caddis,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
elk-wing-caddis,,,,,,,18,,,,,,,,,0,shopify,20,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
pearl-disco-copy,Palomino Caddis,"<p>The Palomino Caddis merges proven midge construction principles with caddis imitation effectiveness through its extended pearly body design. This hybrid approach delivers dual functionality—the elongated silhouette mimics caddis pupae and adults while the luminous pearl finish provides attractor properties that enhance visibility and trigger strikes.</p>
<p>The pearlescent body reflects light across varying water conditions, creating subtle flash that appeals to selective feeders without the aggression of traditional attractor patterns. This sophisticated balance makes it exceptionally versatile across seasons and water types, performing equally well during sparse hatches and prolific caddis emergences. Expertly constructed with premium materials, the Palomino Caddis represents an evolution in pattern design that combines imitative accuracy with proven attractor principles, delivering consistent results for discerning anglers pursuing technical presentations.</p>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/3G4F01S23_W.webp?v=1771022177,1,,FALSE,,,Dries,Fly Bars,Winter,"Bass
Trout"
pearl-disco-copy,,,,,,,12,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
pearl-disco-copy,,,,,,,14,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
pearl-disco-copy,,,,,,,16,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
pearl-disco-copy,,,,,,,18,,,,,,,,,0,shopify,100,deny,manual,2.8,,TRUE,TRUE,,,,,,,,,,,,,,,
pearl-disco,Pearl Disco,"<p>The Pearl Disco is a high-visibility attractor pattern engineered to command attention in varied water conditions and light environments. Its reflective pearl body and dynamic construction create flash and movement that trigger aggressive responses from opportunistic feeders and curious fish. The iridescent properties shift across the spectrum, providing visual stimulation that stands out against both clear and turbid water backgrounds. This pattern excels as a searching fly when hatch conditions remain uncertain or when targeting aggressive species that respond to bold presentations. Constructed with premium materials and meticulous craftsmanship, the Pearl Disco combines proven attractor principles with refined execution, making it an invaluable tool for anglers seeking to expand their tactical options and increase strike rates across diverse fishing scenarios.</p>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,20,deny,manual,4,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/pearl_disco__82765.webp?v=1771021293,1,,FALSE,,,Midges,Fly Bars,All Seasons,"Bass
Trout"
pearl-disco,,,,,,,12,,,,,,,,,0,shopify,20,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
pearl-disco,,,,,,,14,,,,,,,,,0,shopify,20,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
pearl-disco,,,,,,,16,,,,,,,,,0,shopify,20,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
pearl-disco,,,,,,,18,,,,,,,,,0,shopify,20,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
brown-ufo-copy,KF Midge,"<p>The KF Midge is a precision-engineered pattern specifically developed for targeting selective trout during midge-dominant feeding periods. This minimalist design strips away unnecessary bulk while maintaining the critical silhouette that triggers strikes from discerning fish in clear water environments. The refined proportions and carefully selected materials create a natural presentation that accurately mimics emerging and adult midges across multiple life stages. Its versatility makes it equally effective in spring creeks, tailwaters, and freestone rivers where midge populations sustain year-round trout activity. Expertly tied with attention to detail, the KF Midge delivers the subtle sophistication and proven effectiveness demanded by technical anglers pursuing consistent success in selective feeding situations.</p>",Fly Bars,,FALSE,Size,10,,,,,,,,,0,shopify,20,deny,manual,4,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/kf_midge__61017.webp?v=1771021131,1,,FALSE,,,Midges,Fly Bars,Winter,"Bass
Trout"
brown-ufo-copy,,,,,,,12,,,,,,,,,0,shopify,20,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
brown-ufo-copy,,,,,,,14,,,,,,,,,0,shopify,20,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
brown-ufo-copy,,,,,,,16,,,,,,,,,0,shopify,20,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
brown-ufo-copy,,,,,,,18,,,,,,,,,0,shopify,20,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
dun-cdc-pupa-copy,Brown UFO,"<p>The Brown UFO is an innovative dry fly pattern engineered for exceptional visibility and flotation in challenging water conditions. Its distinctive silhouette and buoyant construction allow anglers to track the fly with precision even in low-light situations or turbulent currents. The brown coloration provides natural camouflage while maintaining high contrast against varied backgrounds, making it an effective searching pattern across diverse water types. The UFO design creates a unique profile that imitates multiple insect forms, offering versatility when hatch identification proves difficult. Built with premium materials and meticulous attention to detail, this pattern delivers reliable performance for anglers seeking a dependable searching fly that combines visibility, durability, and proven fish-catching capability.</p>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,20,deny,manual,4,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/brown_ufo__47775.png?v=1771020429,1,,FALSE,,,Midges,Fly Bars,All Seasons,"Bass
Trout"
dun-cdc-pupa-copy,,,,,,,12,,,,,,,,,0,shopify,20,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
dun-cdc-pupa-copy,,,,,,,14,,,,,,,,,0,shopify,20,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
dun-cdc-pupa-copy,,,,,,,16,,,,,,,,,0,shopify,20,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
dun-cdc-pupa-copy,,,,,,,18,,,,,,,,,0,shopify,20,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
dun-cdc-pupa,Dun CDC Pupa,"<p>The Dun CDC Pupa represents a sophisticated approach to subsurface imitation, utilizing cul-de-canard feathering for unmatched natural movement and flotation characteristics. This pattern replicates the transitional stage of emerging aquatic insects with exceptional fidelity, making it particularly effective during prolific hatches when trout feed selectively on pupae ascending toward the surface. The CDC material's inherent buoyancy and lifelike undulation create a presentation that mimics genuine insect behavior, triggering confident takes from educated fish. Expertly constructed with premium materials and refined proportions, the Dun CDC Pupa delivers the subtle sophistication required for technical water conditions and selective feeding situations. An essential pattern for anglers pursuing consistent success in demanding environments.</p>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,20,deny,manual,4,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/dun_cdc_pupa__39057.webp?v=1771020034,1,,FALSE,,,Midges,Fly Bars,All Seasons,"Bass
Trout"
dun-cdc-pupa,,,,,,,12,,,,,,,,,0,shopify,20,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
dun-cdc-pupa,,,,,,,14,,,,,,,,,0,shopify,20,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
dun-cdc-pupa,,,,,,,16,,,,,,,,,0,shopify,20,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
dun-cdc-pupa,,,,,,,18,,,,,,,,,0,shopify,20,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
bead-peacock-midge,Bead Peacock Midge,"<p>The Bead Peacock Midge combines traditional fly-tying excellence with modern weighted design for enhanced depth control and presentation. The iridescent peacock herl body creates natural light-refracting properties that trigger strikes from discerning trout, while the integrated bead adds subtle weight for precise casting and faster sink rates. This pattern excels during midge emergences and subsurface feeding periods when fish target small aquatic larvae. The refined proportions and premium materials ensure consistent performance across varying water conditions and light levels. An indispensable pattern for technical anglers who demand both aesthetic authenticity and functional superiority in their fly selections.</p>",Fly Bars,,TRUE,Size,10,,,,,,,,,0,shopify,20,deny,manual,4,,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0810/7347/1709/files/bead_peacock_midge__21974.webp?v=1771019856,1,,FALSE,,,Midges,Fly Bars,Winter,"Bass
Trout"
bead-peacock-midge,,,,,,,12,,,,,,,,,0,shopify,20,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
bead-peacock-midge,,,,,,,14,,,,,,,,,0,shopify,20,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
bead-peacock-midge,,,,,,,16,,,,,,,,,0,shopify,20,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
bead-peacock-midge,,,,,,,18,,,,,,,,,0,shopify,20,deny,manual,4,,TRUE,TRUE,,,,,,,,,,,,,,,
